1000 200000
441 791 9
909 347 597
74 594 186
85 795 598
123 32 630
796 449 946
452 231 588
409 549 800
415 889 318
635 747 472
931 158 476
352 791 777
902 271 292
246 866 541
218 475 219
940 827 842
407 23 21
547 184 478
646 860 684
406 415 55
923 846 900
930 380 577
750 201 197
885 596 363
704 122 66
82 3 516
825 975 180
668 385 895
319 908 154
455 693 272
538 152 970
331 506 353
770 581 345
557 668 160
315 238 848
734 782 693
949 297 986
610 692 222
68 27 129
253 286 833
442 371 97
607 121 81
829 826 157
281 25 364
223 837 392
61 895 173
674 278 13
608 823 281
703 827 868
342 112 767
802 223 780
873 498 153
341 583 2
785 390 354
759 311 727
792 713 508
321 60 944
931 760 573
658 771 830
570 861 442
576 137 211
614 548 423
329 911 936
580 621 966
296 344 9
967 305 65
572 715 725
490 837 559
773 737 642
777 166 327
851 937 880
238 782 566
643 368 831
470 147 259
401 41 158
884 848 472
418 162 746
742 812 911
100 225 319
692 643 699
169 793 12
849 178 502
921 64 354
492 344 638
619 760 395
87 627 865
133 891 915
406 764 720
983 613 331
742 635 230
167 981 584
414 265 499
831 352 642
455 845 556
32 617 675
482 514 821
729 345 648
266 331 381
873 728 209
153 986 765
887 177 274
641 193 967
356 961 569
329 117 756
2 389 704
520 670 358
359 684 426
646 409 182
724 981 407
846 510 775
36 614 866
201 868 66
529 561 767
547 33 6
108 908 518
441 693 664
884 468 755
889 389 136
895 502 127
47 305 31
73 417 514
330 994 263
461 888 708
782 998 990
587 203 729
70 735 336
882 472 498
933 362 61
366 230 611
382 695 192
453 46 583
985 269 854
267 246 857
545 85 984
861 233 954
592 196 558
409 425 331
236 915 591
419 227 351
503 305 664
18 576 417
357 731 853
956 145 317
593 285 975
467 232 945
374 163 955
538 474 539
346 487 511
802 280 615
767 858 750
822 424 950
120 787 416
534 719 75
928 932 54
100 214 941
589 700 158
392 582 460
328 139 82
613 593 42
134 820 40
321 119 649
839 495 505
746 343 694
710 799 90
139 258 418
676 252 224
350 461 839
531 193 340
986 760 202
860 242 421
578 888 678
609 434 349
851 860 613
693 564 978
369 828 205
742 896 528
954 315 853
290 103 573
481 629 418
423 280 112
836 12 455
87 744 326
538 399 203
41 960 677
255 878 270
727 518 68
336 863 626
663 674 647
829 900 769
167 908 159
665 189 654
422 747 893
919 831 314
904 714 896
99 116 990
840 553 554
200 796 262
152 750 399
816 504 733
951 355 654
966 175 45
459 307 968
445 65 848
1 899 576
839 986 406
809 309 943
437 359 124
684 767 382
506 526 85
317 248 483
339 593 735
716 330 696
652 480 326
289 661 795
573 950 465
40 724 914
498 557 431
867 177 751
759 966 1
40 537 664
85 316 862
279 500 873
802 178 566
138 562 862
862 120 403
13 563 17
238 34 688
671 275 589
616 904 764
763 217 171
676 80 420
655 313 456
937 986 36
812 69 105
482 596 432
936 641 550
40 320 184
309 919 399
64 237 882
551 576 883
102 50 4
315 896 512
421 265 999
249 544 655
313 423 752
674 452 39
469 747 913
343 873 277
710 80 391
163 570 588
809 125 704
740 598 124
212 293 239
764 576 719
351 795 102
532 650 716
521 690 433
425 463 722
954 759 626
362 314 393
784 346 259
71 150 605
534 293 958
99 396 140
645 687 4
392 835 950
381 508 335
406 281 974
358 134 223
684 237 222
919 216 98
463 556 859
727 549 370
384 727 281
490 39 908
787 807 514
193 149 975
291 453 777
249 676 127
154 697 545
615 930 376
284 618 218
803 442 61
839 333 489
552 335 533
661 329 722
839 120 342
773 679 237
229 723 390
386 278 531
934 156 837
726 254 791
156 838 232
438 468 456
808 917 519
20 829 634
342 123 594
370 109 63
156 370 920
411 699 266
516 56 830
803 564 418
710 310 533
671 831 313
975 390 398
225 176 293
329 472 197
472 54 908
1000 659 34
530 196 42
852 762 707
399 987 229
148 730 167
338 800 395
305 59 391
912 579 342
362 152 733
524 531 853
323 485 981
972 651 611
1 41 273
159 116 340
433 733 247
67 321 72
733 119 901
519 558 915
864 18 315
517 521 856
435 158 901
787 836 793
856 333 330
507 89 806
570 905 171
411 1000 701
322 272 166
38 766 740
466 426 752
306 526 266
493 249 817
609 960 931
332 85 717
140 896 327
513 697 137
284 380 685
272 823 131
620 389 574
943 201 595
47 254 584
880 741 744
548 612 991
715 411 194
549 698 851
82 962 220
191 472 171
687 436 884
724 586 205
262 396 133
17 771 300
947 776 673
882 18 835
35 89 467
729 40 660
264 347 353
992 261 866
522 198 234
12 77 910
697 982 256
567 964 817
466 74 840
34 917 427
718 733 932
83 500 344
983 497 2
131 317 909
78 56 424
793 934 304
376 289 84
611 606 42
285 299 535
444 921 419
474 591 41
392 947 154
443 956 682
770 191 275
656 423 155
438 447 989
244 247 424
513 404 408
989 894 393
697 790 22
288 388 18
872 818 135
333 26 168
411 262 91
330 748 886
534 999 815
320 90 635
440 866 553
489 777 659
82 518 505
959 350 214
31 988 516
924 999 447
994 716 781
282 114 56
86 582 739
563 202 816
842 874 234
117 457 377
909 213 5
991 71 182
916 259 771
759 191 124
578 650 792
453 971 948
327 143 664
218 353 950
45 13 672
668 187 16
800 387 189
537 729 769
407 90 298
436 549 400
133 163 162
209 203 210
195 709 490
808 872 554
14 801 999
613 843 865
664 774 491
468 556 629
187 194 451
622 529 333
890 946 798
940 108 198
575 252 365
430 13 890
843 417 228
71 226 803
99 326 396
110 801 914
64 463 437
327 234 699
612 406 549
348 605 522
469 634 2
584 932 727
106 684 885
382 496 613
696 833 602
277 828 746
242 579 857
147 790 560
923 897 770
424 936 860
437 685 783
377 96 867
919 960 489
678 703 150
922 580 505
413 127 771
215 284 464
441 896 554
436 407 535
3 624 7
689 592 594
833 272 742
685 907 192
143 568 584
696 10 629
837 966 592
421 412 385
935 455 861
326 926 189
668 674 854
154 438 441
948 16 126
636 170 610
386 548 198
70 539 405
464 56 525
276 8 594
603 498 458
33 337 344
827 551 496
337 9 351
655 532 453
830 850 345
806 705 509
266 23 543
306 197 182
984 938 545
771 94 741
876 395 374
137 152 510
108 471 43
744 171 955
847 29 710
31 869 470
135 606 441
628 941 957
562 78 991
594 785 163
571 334 711
843 495 73
273 701 98
486 227 63
970 202 533
941 438 839
195 902 621
718 153 547
488 427 974
220 503 924
473 154 897
413 117 531
228 983 849
424 703 423
716 116 695
535 638 938
509 855 61
237 98 613
544 681 203
825 76 52
619 281 822
393 272 972
711 940 257
541 466 555
993 546 807
572 441 418
276 821 719
201 449 977
956 766 918
347 670 835
607 809 724
706 960 328
710 497 910
893 522 40
186 176 97
486 204 164
498 872 293
665 56 19
497 897 670
420 965 130
929 989 905
34 340 807
150 792 894
686 565 887
522 396 825
576 248 42
382 234 213
31 747 360
700 449 802
471 704 635
914 656 310
34 687 145
821 59 490
722 101 297
424 267 8
279 158 381
830 398 817
535 185 320
970 838 887
675 733 355
190 376 940
231 207 868
69 904 433
244 924 348
263 300 299
319 837 603
243 8 418
620 334 794
945 388 651
362 625 812
493 354 4
740 853 147
868 139 636
604 552 19
639 769 132
752 472 544
732 763 552
334 670 812
211 483 822
233 948 651
90 967 68
28 395 421
565 899 334
817 921 536
663 220 880
59 380 313
509 75 308
370 890 148
780 714 33
151 523 747
140 93 110
519 979 53
453 970 728
511 191 453
749 378 68
886 954 265
105 473 109
403 68 675
20 993 997
173 134 847
804 598 873
770 60 710
403 887 840
141 490 259
571 375 373
119 659 850
681 973 77
18 1 663
554 701 218
127 923 816
609 960 879
278 215 703
420 703 649
106 916 759
122 171 811
598 123 273
954 628 820
132 91 794
299 315 711
202 154 930
532 389 156
454 166 190
675 814 546
689 32 148
722 211 165
807 530 574
17 511 262
995 849 882
744 370 743
616 230 353
587 977 294
387 293 920
956 46 867
57 440 738
529 730 159
539 880 148
285 902 406
949 11 367
207 467 764
245 40 822
932 450 482
577 393 146
767 249 595
224 393 450
264 696 158
792 675 260
841 19 646
453 834 243
686 774 969
289 964 991
922 524 537
93 375 601
431 503 511
925 295 352
811 109 45
97 542 899
125 152 154
855 935 55
13 168 607
595 783 356
169 53 672
593 967 247
638 340 852
436 660 375
575 855 467
665 521 960
786 563 814
416 458 284
304 821 781
761 917 153
361 739 440
747 180 145
63 735 834
70 12 978
957 416 30
819 186 721
445 821 729
182 823 650
460 444 89
974 529 790
442 459 975
491 674 17
630 41 260
366 73 64
435 5 544
404 496 997
490 761 747
577 406 719
803 973 502
915 248 121
592 602 278
764 701 886
336 482 435
127 934 911
234 460 973
723 338 157
604 861 149
278 516 621
611 253 468
488 850 255
484 427 483
116 115 825
792 794 593
93 837 577
10 548 906
986 830 803
411 704 960
929 652 175
578 388 389
686 794 532
241 788 184
698 126 533
818 349 432
343 171 681
755 978 712
811 475 180
299 792 157
959 937 108
561 207 629
749 627 544
15 930 985
434 339 31
3 624 369
743 338 607
535 10 460
208 16 870
634 278 668
692 498 422
930 52 30
765 902 629
880 954 32
380 465 249
778 388 232
151 669 920
711 300 239
877 765 400
676 921 380
663 879 889
744 204 814
69 612 992
335 591 180
702 870 715
776 781 858
327 234 89
82 223 946
364 895 373
924 758 333
405 974 191
446 109 95
892 160 103
604 544 464
3 909 546
319 699 890
940 457 655
245 872 194
186 749 798
243 382 112
869 423 195
168 455 387
883 828 216
540 57 82
258 11 127
290 98 45
14 870 981
225 291 593
359 596 217
605 123 444
481 979 272
427 749 567
610 556 625
377 956 319
408 34 31
523 173 363
807 1 739
4 845 438
652 885 939
623 458 274
635 551 918
760 137 912
129 795 897
858 64 266
253 216 91
746 478 686
194 122 247
781 754 12
484 897 548
223 807 132
466 271 551
79 500 366
595 222 908
577 605 507
363 48 384
467 122 559
488 642 222
59 669 413
386 423 388
512 832 397
208 474 932
419 79 831
844 191 942
493 566 509
935 922 395
47 166 820
754 270 748
921 477 149
764 199 596
907 426 315
316 671 164
652 687 211
533 233 953
216 650 315
661 163 741
209 199 987
456 422 536
356 862 810
515 227 741
955 489 917
862 904 791
758 359 316
191 661 462
908 871 24
179 139 93
789 865 203
917 957 699
907 18 75
317 113 587
847 274 841
361 654 354
401 390 616
19 528 230
625 691 984
66 663 68
836 470 832
572 851 690
936 672 397
921 336 253
79 54 91
171 123 722
171 370 483
443 94 858
44 100 781
949 545 332
59 438 675
237 690 84
872 415 126
412 562 696
202 799 440
313 715 662
245 926 465
79 859 819
724 729 541
483 156 594
339 521 77
191 390 141
67 481 284
769 390 603
318 501 916
136 6 962
73 729 26
381 794 866
276 762 845
928 423 101
1 224 977
65 266 342
612 581 693
506 457 29
752 557 699
74 110 275
416 622 274
340 485 717
392 782 565
412 908 838
972 180 268
899 326 726
240 229 956
445 660 42
53 609 634
565 873 172
238 495 859
237 603 960
138 734 660
949 600 850
557 129 57
269 438 646
950 846 550
539 984 989
544 536 182
822 871 658
454 236 879
822 265 472
633 81 913
614 776 884
80 615 416
406 641 412
903 617 943
402 368 962
78 406 669
905 620 193
297 760 132
77 128 751
537 142 225
886 73 446
655 461 162
75 676 13
258 199 51
768 372 328
132 436 911
936 11 64
633 337 438
199 860 987
441 594 380
154 642 432
798 145 16
53 149 588
431 108 391
896 300 671
139 495 190
927 638 477
153 465 364
323 855 913
929 922 855
317 944 667
659 989 110
117 961 839
458 7 168
762 407 904
101 74 767
171 736 583
233 485 388
265 375 30
269 755 688
988 15 912
867 170 12
47 730 664
97 3 813
958 402 511
424 243 543
93 923 459
57 90 581
252 213 404
584 147 673
474 663 273
894 185 174
532 45 881
15 497 579
462 107 208
831 119 140
158 42 377
233 901 434
392 268 757
623 755 574
814 501 874
984 864 337
624 700 720
314 39 399
230 417 381
411 267 193
785 354 815
743 801 650
804 784 439
113 532 421
322 735 253
741 107 718
95 464 805
433 42 112
812 498 701
920 641 798
377 916 888
693 122 239
648 226 387
29 345 764
9 704 446
283 278 525
32 444 402
609 794 191
373 354 811
246 357 670
45 310 217
877 328 160
159 613 117
99 345 140
898 631 46
768 417 584
228 785 19
568 185 393
307 406 99
136 231 339
73 963 727
385 313 691
338 877 27
600 109 858
578 230 29
707 712 380
459 387 51
411 774 28
180 891 905
2 942 857
979 22 89
469 64 400
587 924 86
207 730 339
135 520 662
547 411 329
121 783 819
926 64 554
555 592 433
514 736 19
923 554 673
922 540 171
545 240 537
391 625 367
782 844 9
81 475 138
797 120 746
871 244 147
911 234 953
473 495 264
210 700 910
848 274 139
296 919 736
515 465 427
380 687 244
990 722 129
644 629 103
407 758 818
711 51 609
613 541 401
50 892 935
575 773 41
498 907 417
444 500 79
731 361 735
320 42 351
657 209 588
32 14 406
297 533 342
158 9 382
491 590 655
256 389 228
585 502 614
66 589 535
154 294 390
869 473 818
313 199 812
532 105 136
865 696 234
601 31 592
836 820 636
724 174 676
376 222 939
46 775 382
758 864 442
937 87 735
224 28 485
877 965 49
113 717 283
906 456 135
516 968 3
601 274 943
137 1 271
942 145 248
66 456 361
702 251 895
6 705 656
321 799 287
733 930 590
981 386 977
889 992 377
379 740 78
202 246 774
606 172 328
61 265 590
584 878 632
326 178 662
442 3 34
523 164 576
436 19 662
787 202 256
272 397 181
820 401 82
824 312 743
639 632 624
754 476 907
291 153 825
627 361 861
150 478 222
996 98 788
625 665 789
363 608 1000
552 696 894
670 354 396
222 969 715
549 675 97
152 747 547
58 565 146
273 392 157
870 425 812
905 916 903
145 968 204
939 89 956
896 934 87
976 734 527
135 43 435
180 148 541
477 930 318
197 41 793
401 774 764
276 113 108
445 427 876
326 981 385
482 371 245
188 853 935
347 788 194
871 556 481
699 754 934
50 174 611
55 672 855
598 325 21
447 24 463
670 109 690
245 843 905
629 300 744
253 721 329
162 721 889
432 39 341
145 715 481
670 580 982
140 172 528
683 99 920
179 973 554
622 926 636
437 355 18
570 812 42
751 421 723
943 206 413
334 948 578
959 8 721
251 803 883
246 793 757
714 172 604
648 916 882
982 421 851
671 397 922
229 636 554
946 945 210
581 283 231
608 184 604
408 632 504
902 988 39
549 486 343
335 325 157
626 832 787
791 317 102
6 504 251
366 372 327
747 788 931
934 7 889
605 132 680
766 240 777
815 189 677
386 954 520
521 815 202
753 974 66
732 899 724
62 350 874
50 992 234
796 62 269
278 766 455
175 225 987
182 563 354
602 55 116
149 125 250
674 301 129
915 188 147
693 416 358
794 990 850
955 151 51
683 767 941
218 15 546
204 592 743
892 150 241
529 395 103
889 994 661
623 679 292
72 310 698
46 687 221
130 782 757
478 238 355
546 814 278
655 2 648
16 82 235
392 210 492
775 965 721
60 842 397
674 987 144
797 408 273
142 412 79
606 500 255
805 842 271
793 385 414
350 840 264
910 741 665
144 483 90
651 278 128
793 842 121
447 612 985
193 667 53
857 320 661
592 470 462
779 124 246
663 818 14
475 194 909
261 891 649
786 143 523
249 435 901
830 922 564
383 886 677
899 506 955
277 500 678
204 424 930
343 409 185
47 836 345
342 593 602
51 606 692
117 482 136
295 480 203
800 161 813
61 21 909
136 786 312
441 306 275
118 211 370
179 523 880
534 605 168
794 772 194
584 108 449
672 512 195
526 676 842
444 548 574
702 150 395
967 703 281
127 964 553
57 46 177
239 847 392
86 695 270
953 474 655
112 689 559
80 613 564
104 968 58
523 790 667
351 385 109
528 258 310
529 732 284
204 350 367
595 562 462
726 313 58
742 594 453
972 985 146
227 720 434
919 921 840
500 952 200
257 603 880
747 547 486
957 455 468
367 875 722
959 446 965
59 959 248
907 282 421
380 877 592
989 280 736
19 168 944
424 809 454
763 139 989
364 634 719
895 610 116
290 140 221
423 651 583
577 41 909
914 653 414
120 611 83
244 114 68
878 361 802
160 892 683
295 793 927
235 400 557
998 653 399
707 915 353
837 198 307
978 446 506
455 95 808
256 864 901
320 492 924
38 446 503
250 375 503
649 880 317
370 799 155
489 137 870
292 702 594
313 558 510
405 369 488
546 31 768
934 275 578
385 170 79
946 115 475
687 415 321
424 829 758
403 478 423
596 654 191
981 26 135
410 551 813
497 230 903
72 639 959
897 700 896
385 771 928
478 761 311
859 267 315
641 887 82
270 268 874
116 178 199
651 983 524
440 468 188
330 201 799
898 612 353
78 687 708
517 48 138
299 20 317
479 238 981
194 37 256
59 975 782
895 482 781
958 813 422
878 100 603
913 720 652
82 49 267
700 131 497
443 836 526
471 765 224
515 286 697
982 617 878
981 882 746
920 375 101
782 567 81
614 632 614
460 33 60
948 751 130
473 1000 389
100 312 963
671 16 740
999 721 43
692 69 31
77 570 307
200 304 530
110 472 564
430 864 957
570 593 704
455 13 760
883 214 629
259 243 381
125 57 412
128 364 271
768 258 728
615 867 867
826 463 480
757 120 421
12 205 178
370 42 599
961 162 577
926 381 387
342 499 175
943 791 678
629 345 25
533 115 913
682 87 304
952 47 613
975 825 84
988 899 946
658 600 544
19 904 156
630 964 42
157 18 9
814 750 811
816 304 797
164 424 515
262 712 585
239 594 798
529 344 199
597 317 551
29 378 689
366 555 420
879 492 951
353 655 724
288 576 701
413 540 369
246 979 194
186 61 295
488 161 67
747 219 953
943 344 965
793 887 838
495 473 162
395 798 978
815 825 309
636 348 840
445 556 33
445 242 913
408 589 908
864 128 132
509 336 21
611 320 62
593 329 239
273 772 578
182 25 671
915 132 554
385 264 299
77 105 211
598 190 240
808 172 108
172 275 567
298 636 891
276 577 494
815 202 272
802 905 285
158 92 185
929 116 148
397 186 375
907 841 6
906 594 667
980 489 114
905 861 342
460 232 264
657 626 452
177 805 612
133 67 664
679 486 792
476 99 641
116 771 14
558 370 752
794 40 947
67 828 456
335 434 696
965 788 523
8 254 191
37 633 154
84 196 649
420 248 540
813 804 12
637 903 364
955 723 898
915 739 660
238 736 205
655 408 513
743 724 938
943 989 368
266 688 422
214 156 513
526 907 632
205 69 655
71 579 508
492 252 725
140 351 759
881 803 241
161 2 505
201 746 33
579 554 864
420 883 231
654 831 975
387 258 192
654 399 371
590 971 531
413 783 887
771 518 199
886 451 242
999 393 400
85 859 934
734 277 369
585 522 355
806 532 248
798 631 157
311 405 429
89 630 355
605 30 276
669 182 396
43 976 276
152 467 753
72 621 979
767 839 456
152 541 311
879 449 165
629 406 810
623 68 939
816 798 297
826 546 138
572 123 917
466 117 164
853 566 326
987 284 903
754 45 901
425 215 310
72 364 276
610 582 842
993 201 176
667 709 689
568 811 85
719 115 403
317 112 902
827 304 971
192 874 879
977 936 744
571 168 463
428 537 670
356 683 533
975 766 283
204 899 280
499 719 524
187 766 607
386 73 10
420 366 630
105 854 814
187 500 153
177 983 42
798 812 93
607 803 687
368 720 14
906 638 792
900 9 692
119 216 73
735 977 201
890 914 175
553 268 248
680 807 865
846 988 549
3 35 459
511 176 307
821 723 622
327 307 176
732 294 905
778 576 552
824 938 302
432 11 768
570 295 95
103 973 416
410 608 881
156 114 118
437 942 545
421 505 910
191 260 601
786 662 890
244 111 442
962 754 299
59 503 89
476 621 954
763 187 564
864 769 229
424 623 655
610 946 354
40 16 542
791 880 548
151 718 664
264 407 246
714 887 356
27 803 537
944 859 367
727 657 338
507 574 420
577 232 348
304 130 50
138 18 701
343 422 720
380 460 683
542 52 604
199 910 295
251 109 585
213 548 205
930 752 13
106 664 609
258 485 95
971 798 522
670 14 163
937 212 225
318 801 951
509 279 908
125 208 45
908 758 118
1 387 154
727 560 647
971 552 704
715 157 107
23 441 554
660 626 464
513 315 628
939 307 847
564 37 639
49 370 517
348 636 96
999 613 937
38 76 295
911 443 646
871 386 762
377 591 443
988 392 769
516 566 871
408 821 717
680 395 382
731 372 131
769 368 469
207 182 338
954 284 468
752 203 146
991 454 259
248 807 657
323 447 415
867 340 765
196 943 281
345 477 890
119 72 289
782 86 262
254 183 865
26 751 383
356 133 232
772 612 43
528 875 50
258 723 63
231 412 137
139 142 564
511 805 312
630 183 745
803 425 72
198 804 636
378 221 389
723 467 315
52 310 782
777 605 124
458 473 47
590 888 728
166 965 224
623 311 117
250 215 849
940 783 650
496 547 1000
380 96 419
917 742 440
352 266 782
359 994 140
666 253 591
702 685 255
803 692 737
256 580 402
955 218 1000
102 488 71
58 757 438
368 883 61
19 624 469
810 636 706
464 236 688
673 696 985
867 678 830
377 279 411
146 334 705
488 376 859
451 734 556
67 709 308
203 424 946
60 689 19
832 277 8
510 340 117
715 495 922
784 108 997
251 965 661
207 855 915
904 705 546
150 456 591
259 826 39
321 412 190
967 416 664
73 744 969
774 10 191
192 992 504
185 909 560
612 98 995
477 432 615
298 175 424
958 527 172
162 84 151
555 863 874
361 696 88
894 5 875
592 256 170
781 454 765
357 90 7
550 804 995
604 731 816
194 871 743
387 471 262
666 492 985
329 813 660
932 617 692
344 251 336
760 561 949
403 312 494
24 419 679
54 605 78
214 453 700
93 658 863
975 330 833
686 929 420
489 679 187
178 332 562
235 876 842
783 506 920
463 876 639
453 827 177
571 982 102
151 313 167
562 407 944
184 412 775
262 844 586
536 539 873
838 473 568
17 98 695
637 79 507
324 866 544
162 62 894
910 876 367
479 527 544
117 968 288
523 559 420
290 616 558
633 37 71
808 274 854
407 10 374
121 374 540
968 37 42
683 971 308
863 37 987
62 416 203
755 48 183
703 181 411
173 327 132
764 591 953
123 913 289
226 280 176
955 825 37
483 908 652
12 708 555
807 226 594
530 160 813
540 561 798
891 85 263
304 999 960
704 307 155
522 801 45
192 679 571
409 263 239
637 486 656
580 10 627
438 960 978
262 244 515
439 459 51
321 669 937
460 348 674
86 473 206
432 421 980
290 340 579
229 100 283
730 265 296
360 529 696
387 778 931
636 509 486
736 571 567
602 986 486
782 507 847
609 966 363
797 551 69
301 918 876
467 857 875
711 607 799
217 591 516
139 544 481
164 229 9
433 548 803
201 156 268
577 147 547
338 568 433
686 893 577
404 57 530
21 909 803
563 25 910
697 111 687
841 664 253
818 119 50
34 195 347
778 710 209
792 609 115
362 19 127
435 919 919
958 82 622
697 246 411
206 292 121
135 78 168
791 443 236
816 705 400
192 718 561
26 505 401
118 964 636
152 211 552
695 295 741
561 876 742
284 422 183
812 693 253
591 584 496
355 675 197
497 975 751
549 817 408
744 642 178
801 766 253
919 687 55
416 950 746
546 802 439
608 900 218
507 612 699
814 35 193
577 711 888
15 850 673
628 485 471
52 209 915
909 27 902
61 917 82
735 132 871
743 76 126
720 941 42
971 938 823
724 527 195
919 961 483
807 730 662
414 670 726
420 745 458
106 523 652
711 203 694
673 412 499
478 758 203
256 774 276
322 180 527
145 812 776
468 783 639
447 622 743
197 478 15
809 135 569
802 100 333
592 312 421
577 315 560
82 842 296
186 918 394
970 609 792
966 118 4
548 854 722
155 311 117
267 13 704
739 43 75
28 937 801
25 883 121
762 233 55
83 444 448
425 596 277
373 484 42
156 31 751
877 163 570
173 972 922
718 268 790
348 995 481
386 983 457
681 706 172
191 375 430
310 272 136
382 250 337
626 792 527
716 315 654
735 743 848
165 696 506
375 554 750
111 224 334
1000 344 666
578 100 451
604 7 226
260 564 760
182 900 638
22 564 5
791 338 406
471 827 476
782 653 592
851 91 446
668 962 148
949 789 87
4 411 876
287 710 437
605 472 107
960 132 652
865 65 678
923 145 585
478 820 252
512 566 345
234 661 674
666 468 176
155 790 649
45 206 299
643 379 223
851 334 831
516 263 945
403 173 493
796 484 996
725 941 199
758 799 99
720 130 213
415 120 135
932 732 24
621 408 270
306 868 588
850 116 351
425 257 341
296 530 79
948 44 971
830 325 592
699 434 550
683 660 844
938 818 570
496 954 910
518 728 439
379 537 124
797 786 188
683 784 922
335 534 411
380 244 594
552 74 328
534 507 56
92 914 565
291 73 925
960 102 964
158 3 305
730 79 740
909 610 740
593 931 429
433 843 931
75 244 510
279 596 791
385 335 183
806 575 15
214 508 521
441 944 36
143 310 540
32 808 138
757 819 706
63 983 167
645 699 96
302 883 330
249 563 920
542 360 961
879 7 624
849 26 198
385 118 796
328 884 613
551 461 446
412 829 790
400 176 230
638 214 638
131 271 94
292 616 493
401 193 967
831 904 755
994 702 500
114 473 617
231 449 133
362 833 981
362 851 337
155 988 788
995 256 849
496 48 733
872 38 447
132 662 492
173 86 139
430 722 97
418 502 542
461 950 191
110 386 390
374 908 47
821 970 174
796 845 148
710 432 795
119 807 940
939 703 386
552 317 848
234 248 47
918 964 516
685 560 495
485 132 493
710 573 408
39 653 286
462 186 483
572 716 351
505 188 184
188 86 551
957 707 226
635 218 239
566 342 304
16 76 953
668 933 232
187 783 808
768 555 416
965 599 113
474 358 867
418 758 261
644 816 378
142 161 983
127 403 410
890 703 107
787 843 638
997 381 536
608 262 577
399 663 500
896 980 333
563 580 645
857 903 665
193 821 265
246 347 955
12 422 558
752 904 39
173 335 588
607 638 729
496 450 122
554 970 384
413 603 88
193 413 692
394 595 534
309 57 407
833 550 924
640 666 923
652 498 748
273 266 505
678 481 288
549 485 169
877 460 640
746 711 90
407 129 111
447 962 943
100 413 827
339 952 419
884 768 729
934 764 610
424 507 547
944 389 524
228 233 381
964 486 800
988 712 999
302 759 960
444 306 621
137 577 710
644 337 595
19 932 214
335 569 447
859 670 306
958 706 270
952 194 312
898 443 212
361 701 28
161 589 51
234 565 528
269 282 820
449 175 913
233 318 539
426 561 695
222 635 750
740 398 944
861 806 806
235 197 546
873 206 561
836 9 228
724 896 996
264 599 311
770 938 504
259 872 733
220 832 627
991 501 47
877 35 61
930 689 167
28 82 108
617 962 231
20 242 921
842 997 292
702 226 330
499 332 630
931 845 976
53 518 318
869 170 232
202 357 510
31 881 296
84 939 701
842 410 274
732 528 786
528 904 528
844 821 778
829 88 55
453 445 539
14 445 633
926 641 815
629 389 286
129 809 644
617 996 388
576 119 558
590 788 313
221 309 862
523 555 128
877 374 280
409 202 850
890 251 258
276 727 308
874 946 397
402 387 392
25 740 982
109 545 483
803 54 537
372 283 765
377 513 897
829 704 63
272 590 361
953 659 324
138 70 888
738 26 823
543 830 929
698 44 465
128 522 330
976 347 551
72 87 621
724 246 92
158 549 350
85 635 17
923 294 772
537 693 117
732 527 367
179 463 312
406 838 673
187 679 234
723 997 42
636 143 80
242 357 734
6 731 293
955 70 117
719 781 962
848 842 407
970 98 933
239 789 310
527 477 194
323 530 808
240 864 107
276 793 273
326 675 293
575 369 18
568 88 740
466 679 50
729 54 516
236 925 317
687 736 199
628 9 201
563 125 659
384 467 391
714 530 94
566 768 586
454 724 190
492 923 952
778 657 330
6 965 153
109 309 822
641 276 538
130 501 532
854 467 396
843 818 921
172 134 73
127 261 492
425 732 755
354 450 302
467 222 823
332 558 558
608 480 493
265 82 946
139 443 949
578 376 724
818 347 598
748 277 764
841 327 26
494 37 208
895 285 267
180 545 514
802 712 578
146 195 585
770 545 503
35 868 467
630 908 1000
434 164 686
806 932 91
103 27 135
526 533 136
174 622 22
654 944 573
636 419 528
354 743 220
220 109 86
292 964 82
669 610 493
47 598 823
937 925 120
25 827 914
786 943 142
871 213 576
807 643 580
358 710 381
511 567 77
176 299 679
540 761 591
27 424 548
79 166 764
447 474 935
5 155 775
584 635 442
350 438 147
677 59 509
714 173 575
328 551 537
310 326 806
451 237 749
230 272 151
981 367 325
237 155 408
714 555 862
721 329 340
934 892 137
744 579 484
629 948 178
896 439 46
77 780 77
399 411 291
708 821 466
798 256 538
323 909 741
171 571 39
233 271 988
108 149 306
657 153 935
146 302 350
875 786 907
859 61 504
866 16 610
49 27 387
762 787 677
811 914 574
899 114 648
891 398 508
836 812 25
753 70 181
29 609 486
2 857 377
414 110 73
208 292 693
883 527 160
684 915 600
228 135 923
334 523 565
32 373 688
1000 477 481
800 4 833
399 462 506
472 223 299
219 162 642
28 530 173
570 411 811
789 496 800
540 842 851
41 202 236
100 732 490
429 430 835
770 62 88
120 475 606
49 636 228
146 27 281
352 735 677
570 209 474
731 260 305
405 130 415
896 484 652
467 846 706
516 424 788
920 124 634
447 458 928
321 621 800
822 602 519
203 918 546
549 360 717
859 722 996
908 181 151
684 861 484
492 4 81
578 166 834
209 833 639
829 384 807
322 538 767
402 221 482
63 911 177
880 441 183
802 225 62
125 298 447
925 306 975
32 553 422
714 10 51
976 951 525
760 560 624
624 452 752
647 57 169
730 693 114
655 510 834
226 324 569
593 860 873
490 708 262
944 87 192
5 194 423
428 637 873
859 550 564
150 916 117
886 593 46
71 237 320
873 31 810
419 241 839
141 280 964
